153,5,A005,1800111,PT DHARMA LAUTAN UTAMA,,2017-01-11,31/10/2018,280/PKS/BSP/X/2017,PKS,1,6,,Aktif
154,4,A004,1800111,PT DIAMANTE NATURA SEJAHTERA,,2017-12-22,22/12/2018,144/PKS/BSP/V/2018,PKS,1,4,,Aktif
155,3,A003,1800111,PT DICKY METALS,,2018-01-08,31/07/2019,221/PKS-AMD/BSP/VIII/2018,AMD,1,7,,Aktif
156,3,A003,1800112,PT DIRGANTARA INDONESIA,,2018-01-01,31/12/2018,034/PKS/BSP/I/2018,PKS,1,131,,Aktif
157,1,A001,1800113,PT DISTRIVERSA BUANAMAS,,2018-01-03,28/02/2019,026/PKS-AMD/BSP/I/2018,AMD,1,1,,Aktif
158,4,A004,1800114,PT DOVA PUTRA MANUNGGAL SEJATI,,2018-01-08,31/12/2018,237/PKS-AMD/BSP/VIII/2018,AMD,1,7,,Aktif
159,4,A004,1800115,PT DUTA KEKAR PLASINDO,,2018-01-06,31/05/2019,202/PKS-AMD/BSP/VII/2018,AMD,1,19,,Aktif
160,5,A005,1800116,PT EAST HOPE AGRICULTURE SURABAYA,,2018-10-17,16/10/2019,266/PKS-AMD/BSP/X/2018,AMD,1,4,,Aktif
161,4,A004,1800117,PT ELIZABETH HANJAYA,,2018-09-10,2019-08-10,265/PKS-AMD/BSP/X/2018,PKS,1,1,,Aktif
162,1,A001,1800118,PT ELIZABETH HANJAYA,,2018-04-09,2019-03-09,242/PKS/BSP/IX/2018,PKS,1,9,,Aktif
163,4,A004,1800119,"PT ENSEVAL PUTERA MEGATRADING, TBK",,2018-01-01,31/12/2018,044/PKS-AMD/BSP/II/2018,AMD,1,6,,Aktif
164,6,A006,1800120,PT ERSIHAN SATYAPRATAMA,,2018-01-07,31/12/2018,217/PKS-AMD/BSP/VII/2018,AMD,1,5,,Aktif
165,4,A004,1800121,PT EURO DESIGN,,2018-12-02,2019-11-02,020/PKS-AMD/BSP/I/2018,AMD,1,6,,Aktif
166,1,A001,1800122,PT EVERBRIGHT ABC,,2018-01-10,30/06/2019,228/PKS-AMD/BSP/VIII/2018,AMD,1,2,,Aktif
167,3,A003,1800123,PT EXERTAINMENT INDONESIA,,2018-01-01,31/12/2018,339/PKS-AMD/BSP/XII/2017,AMD,1,2,,Aktif
168,3,A003,1800124,PT FAASRI UTAMA SAKTI,,2018-01-02,31/01/2019,021/PKS-AMD/BSP/I/2018,AMD,1,13,,Aktif
169,8,A008,1800125,PT FEDERAL INTERNATIONAL FINANCE,,2018-11-06,2019-11-06,148/PKS/BSP/V/2018,PKS,1,318,,Aktif
170,8,A008,1800126,PT FINANSIA MULTI FINANCE,,2018-01-05,30/04/2019,186/PKS-AMD/BSP/VII/2018,AMD,1,97,,Aktif
171,3,A003,1800127,PT FUMAKILLA INDONESIA,,2018-11-01,2019-10-01,330/PKS-AMD/BSP/XII/2017,AMD,1,8,,Aktif
172,1,A001,1800128,PT GLOBAL MITRA PRIMA,,2018-01-04,31/03/2019,181/PKS-AMD/BSP/VI/2018,AMD,1,3,,Aktif
173,5,A005,1800129,PT GRAHA SAFA MULIA,,2018-01-04,31/03/2019,110/PKS-AMD/BSP/IV/2018,AMD,1,10,,Aktif
174,8,A008,1800130,PT GRAHA SARANA DUTA,,2018-01-01,31/12/2018,042/HK.810/GSD-000/2018,PKS,1,1386,,Aktif
175,5,A005,1800131,PT GRESIK GASES INDONESIA,,2018-01-08,31/12/2018,267/PKS/BSP/IX/2018,PKS,1,13,,Aktif
176,5,A005,1800132,PT GRESIK POWER INDONESIA,,2018-01-08,31/12/2018,267/PKS/BSP/IX/2018,PKS,1,13,,Aktif
177,4,A004,1800133,PT GRIYA MEDIKA NISMARA,,2018-01-01,31/12/2018,063/PKS-AMD/BSP/II/2018,AMD,1,5,,Aktif
178,8,A008,1800134,PT HANWHA LIFE INSURANCE INDONESIA,,18/11/2017,17/11/2018,041/HLI-HRG-GAD/11-2018,ADD,1,5,,Aktif
